TransactionID	CustomerID	Product	Quantity	UnitPrice	TotalPrice	TransactionDate	City
23293	CUST00771	SQL for Analysts	1	149.00	149.00	2024-04-06	New York
23294	CUST04680	NoSQL Essentials	2	199.99		2024-04-10	Houston
23295	CUST04542	Data Governance 101	5	220.10	1100.50	2025-04-17	Atlanta
23296	CUST01983	Cloud Fundamentals	4	199.50	798.00	2025-08-03	Austin
23297	CUST08555	Spark Intro	6	356.94	2141.64	2024-08-06	Seattle
23298	CUST00764	Data Warehousing 101	5	275.30		2024-04-02	Philadelphia
23299	CUST02550	Data Warehousing 101	1	275.30	275.30	2025-12-04	Seattle
100367	CUST02550	Data Warehousing 101	1	275.30	275.30	2025-12-04	Seattle
23300	CUST01993	Airflow Fundamentals	2	265.75		2025-07-17	Portland
23301	CUST06959	Python for Data Engineers	2	289.99		2025-10-01	Denver
23302	CUST07560	Data Governance 101	6	220.10	1320.60	05/16/2025	Minneapolis
23303	CUST02950	Data Modeling Basics	6	178.25	1069.50	2024-02-01	Boston
23304	CUST06949	Data Warehousing 101	4	275.30	1101.20	2025-03-02	San Diego
23305	CUST08015	Data Governance 101	6	220.10	1320.60	2024-12-30	San Diego
23306	CUST03116	GenAI for Engineers	4	349.50	1398.00	2024-09-27	Portland
23307	CUST07190	Data Governance 101	1	220.10	220.10	10-06-2024	New York
23308	CUST08641	SQL for Analysts	3	149.00	447.00	2024-03-21	San Diego
23309	CUST05962	Data Governance 101	4	220.10	880.40	20-03-2024	Houston
23310	CUST07673	Kafka Streaming Intro	2	399.00	798.00	2024-09-25	Houston
23311	CUST08768	Data Modeling Basics	4	178.25	713.00	05-12-2024	Philadelphia
23312	CUST05599	Spark Intro	6	356.94	2141.64	24-12-2024	San Francisco
23313	CUST03425	Airflow Fundamentals	1	265.75	265.75	2025-07-12	Atlanta
23314	CUST01433	Data Warehousing 101	4	275.30	1101.20	2024-05-09	Miami
23315	CUST00796	Big Data Essentials	3	421.85	1265.55	2025-05-02	Austin
23316	CUST04830	Cloud Fundamentals	4	199.50	798.00	10/28/2025	Austin
23317	CUST01892	Big Data Essentials	2	421.85	843.70	08/21/2025	Minneapolis
23318	CUST01397	Data Governance 101	4	220.10		06/10/2024	Phoenix
23319	CUST05121	ETL Pipelines 101	5	245.60	1228.00	2024-05-09	Denver
23320	CUST01242	Spark Intro	2	356.94	713.88	27-03-2024	Dallas
23321	CUST03607	GenAI for Engineers	6	349.50	2097.00	25-05-2025	Atlanta
23322	CUST04560	Big Data Essentials	5	421.85	2109.25	15-03-2025	New York
23323	CUST02849	GenAI for Engineers	3	349.50	1048.50	07-06-2025	New York
23324	CUST04541	SQL for Analysts	5	149.00	745.00	12/30/2025	Miami
23325	CUST08912	NoSQL Essentials	5	199.99	999.95	2024-03-14	Miami
23326	CUST00457	Kafka Streaming Intro	4	399.00	1596.00	2025-07-24	Dallas
23327	CUST01365	Kafka Streaming Intro	4	399.00	1596.00	2024-01-04	Phoenix
23328	CUST06824	Airflow Fundamentals	3	265.75		06/26/2025	Dallas
23329	CUST04910	Kafka Streaming Intro	3	399.00		2024-08-26	Denver
23330	CUST04227	SQL for Analysts	3	149.00		2024-07-27	Portland
23331	CUST02209	Cloud Fundamentals		199.50		2025-02-20	Minneapolis
23332	CUST02051	Python for Data Engineers	5	289.99	1449.95	2024/10/31	Dallas
23333	CUST02136	NoSQL Essentials	2	199.99	399.98	07/15/2025	San Francisco
23334	CUST07351	Airflow Fundamentals	3	265.75		02-07-2025	Minneapolis
23335	CUST02647	Hadoop Basics	2	63.01	126.02	2024-06-05	Denver
23336	CUST03937	NoSQL Essentials	3	199.99	599.97	19-10-2025	Dallas
23337	CUST07261	Big Data Essentials	3	421.85	1265.55	2025-12-18	Atlanta
23338	CUST00256	Cloud Fundamentals	4	199.50	798.00	2025-01-25	Chicago
23339	CUST04395	Airflow Fundamentals	1	265.75	265.75	2024-01-27	New York
23340	CUST00125	Data Modeling Basics	1	178.25	178.25	15-02-2024	Boston
23341	CUST03621	Data Modeling Basics	6	178.25	1069.50	02/06/2024	Boston
23342	CUST06511	Python for Data Engineers	3	289.99	869.97	2024-01-05	Dallas
23343	CUST03924	Data Modeling Basics	4	178.25	713.00	2024-01-16	Boston
23344	CUST03698	AWS Foundations	6	310.45		02/07/2025	Dallas
23345	CUST00711	GenAI for Engineers	4	349.50	1398.00	2025-08-23	Philadelphia
23346	CUST06879	Data Warehousing 101	4	275.30	1101.20	2025-06-27	Boston
23347	CUST04625	NoSQL Essentials	1	199.99	199.99	2025-12-27	Portland
23348	CUST01660	Kafka Streaming Intro		399.00		2024/03/02	Miami
23349	CUST01035	ETL Pipelines 101	2	245.60	491.20	05/07/2024	New York
23350	CUST01057	Cloud Fundamentals	5	199.50	997.50	2025-05-10	Philadelphia
23351	CUST07274	Big Data Essentials	4	421.85	1687.40	24-03-2024	Boston
23352	CUST01038	AWS Foundations	4	310.45	1241.80	2024-10-17	Chicago
23353	CUST08948	Spark Intro	3	356.94	1070.82	2025-08-06	New York
23354	CUST01654	Data Warehousing 101	6	275.30	1651.80	06/14/2025	Phoenix
23355	CUST02690	GenAI for Engineers	5	349.50	1747.50	2025-01-18	Phoenix
23356	CUST00773	AWS Foundations	6	310.45	1862.70	25-01-2024	Minneapolis
23357	CUST08373	Data Modeling Basics	4	178.25	713.00	2024-01-13	Miami
23358	CUST02332	NoSQL Essentials	3	199.99		11-09-2025	Houston
23359	CUST00425	ETL Pipelines 101		245.60		11/06/2024	Portland
23360	CUST01687	AWS Foundations	2	310.45	620.90	2024-04-11	Seattle
23361	CUST00911	AWS Foundations		310.45		2024-06-02	Seattle
23362	CUST05053	Python for Data Engineers	6	289.99	1739.94	08/13/2025	Chicago
23363	CUST04931	Spark Intro	3	356.94	1070.82	2024-10-15	Houston
23364	CUST07631	SQL for Analysts	2	149.00	298.00	10/12/2024	Miami
23365	CUST05941	Kafka Streaming Intro	2	399.00	798.00	2024-02-14	Denver
23366	CUST03935	Hadoop Basics	2	63.01	126.02	2024-07-01	Chicago
23367	CUST04161	Hadoop Basics	2	63.01		2024-12-07	San Francisco
23368	CUST02804	Data Governance 101	4	220.10	880.40	2024-11-20	Miami
23369	CUST06443	SQL for Analysts	1	149.00		2024-06-17	Dallas
23370	CUST03881	Hadoop Basics	1	63.01	63.01	2025-07-30	Phoenix
23371	CUST07980	Hadoop Basics	2	63.01		02-09-2024	Minneapolis
23372	CUST00217	Kafka Streaming Intro	3	399.00		02/04/2025	Denver
23373	CUST04206	Data Warehousing 101	6	275.30	1651.80	2025/04/30	New York
23374	CUST01960	Hadoop Basics	5	63.01		2025/07/22	Boston
23375	CUST02694	Big Data Essentials	1	421.85		04-05-2025	Seattle
23376	CUST01432	Spark Intro	3	356.94	1070.82	24-11-2025	Chicago
23377	CUST01899	Data Warehousing 101	6	275.30	1651.80	27-10-2025	Miami
23378	CUST07247	Cloud Fundamentals	3	199.50	598.50	2024-10-27	San Francisco
23379	CUST01647	ETL Pipelines 101		245.60		10-01-2025	New York
23380	CUST00458	SQL for Analysts	6	149.00	894.00	11/04/2024	Philadelphia
23381	CUST05780	Airflow Fundamentals	2	265.75	531.50	29-12-2024	Austin
23382	CUST05845	NoSQL Essentials	4	199.99	799.96	2025-09-09	Houston
23383	CUST06434	Cloud Fundamentals	3	199.50	598.50	01/22/2024	Houston
23384	CUST01713	GenAI for Engineers		349.50		2024-05-16	Boston
23385	CUST07555	Airflow Fundamentals	6	265.75		10-06-2024	Seattle
23386	CUST02485	Hadoop Basics	3	63.01		21-12-2024	San Francisco
23387	CUST00475	ETL Pipelines 101	6	245.60	1473.60	12/14/2025	Austin
23388	CUST08670	Python for Data Engineers	4	289.99	1159.96	08/01/2024	Denver
23389	CUST02796	Data Modeling Basics	4	178.25	713.00	2025-08-06	New York
23390	CUST01020	Big Data Essentials	3	421.85	1265.55	2025-06-06	San Francisco
23391	CUST00710	NoSQL Essentials	4	199.99	799.96	20-10-2024	Miami
23392	CUST04994	Data Modeling Basics	5	178.25	891.25	2025-03-24	Philadelphia
23393	CUST01946	Data Governance 101	5	220.10	1100.50	2024-06-04	Miami
23394	CUST03138	Airflow Fundamentals	5	265.75	1328.75	06/18/2025	Portland
23395	CUST04063	Cloud Fundamentals	4	199.50	798.00	11/30/2025	Atlanta
23396	CUST00188	Kafka Streaming Intro	2	399.00	798.00	2024-02-16	Boston
23397	CUST05763	Spark Intro	4	356.94	1427.76	2025-08-30	Denver
23398	CUST07142	Big Data Essentials	3	421.85	1265.55	2024-12-11	Philadelphia
23399	CUST03418	SQL for Analysts	5	149.00	745.00	10/31/2024	Atlanta
23400	CUST06252	GenAI for Engineers	2	349.50	699.00	2024/11/16	Houston
23401	CUST06282	Spark Intro	3	356.94	1070.82	2025-07-23	New York
23402	CUST05849	Data Modeling Basics	2	178.25	356.50	2024-12-05	New York
23403	CUST04895	Python for Data Engineers	2	289.99		2025/08/24	Houston
23404	CUST02992	Data Governance 101	6	220.10	1320.60	2025-05-30	Houston
23405	CUST01150	NoSQL Essentials	4	199.99	799.96	2024-08-05	Austin
23406	CUST01831	Big Data Essentials	3	421.85	1265.55	05-03-2024	New York
23407	CUST06228	Python for Data Engineers		289.99		03-10-2024	Minneapolis
100368	CUST06228	Python for Data Engineers		289.99		03-10-2024	Minneapolis
23408	CUST08081	Airflow Fundamentals	6	265.75	1594.50	2025-09-02	Portland
23409	CUST01925	Airflow Fundamentals	1	265.75	265.75	22-12-2025	Boston
23410	CUST05980	Spark Intro	3	356.94	1070.82	2025-06-14	Phoenix
23411	CUST08657	Big Data Essentials	4	421.85	1687.40	2025-01-29	Chicago
23412	CUST02369	Python for Data Engineers	6	289.99	1739.94	2024-07-25	Chicago
23413	CUST00246	NoSQL Essentials	3	199.99	599.97	2024-02-22	Dallas
23414	CUST01961	Data Governance 101	6	220.10	1320.60	12-11-2024	Denver
23415	CUST08853	Kafka Streaming Intro	4	399.00	1596.00	2025-04-19	Phoenix
23416	CUST00580	Data Modeling Basics	6	178.25		2025-09-21	Miami
23417	CUST01767	Hadoop Basics	3	63.01	189.03	2025-05-09	Seattle
23418	CUST04348	Data Modeling Basics	5	178.25	891.25	05/16/2025	San Diego
23419	CUST02038	Spark Intro		356.94		2025-04-08	Chicago
23420	CUST07016	Hadoop Basics	5	63.01	315.05	11/13/2025	Atlanta
23421	CUST04373	SQL for Analysts	5	149.00		2025-08-03	Denver
23422	CUST01212	Kafka Streaming Intro	5	399.00	1995.00	2025-08-02	Philadelphia
23423	CUST04935	SQL for Analysts	5	149.00	745.00	27-10-2024	Boston
23424	CUST06440	Spark Intro	3	356.94	1070.82	2024-07-22	Chicago
23425	CUST07746	AWS Foundations	6	310.45	1862.70	2025-03-23	Miami
23426	CUST02886	GenAI for Engineers	6	349.50	2097.00	2024-10-11	Phoenix
23427	CUST00656	Python for Data Engineers	2	289.99	579.98	2025-08-24	Philadelphia
23428	CUST07106	SQL for Analysts	1	149.00	149.00	02-12-2025	Phoenix
23429	CUST03145	NoSQL Essentials	2	199.99	399.98	04/06/2024	Minneapolis
100369	CUST03145	NoSQL Essentials	2	199.99	399.98	04/06/2024	Minneapolis
23430	CUST04173	ETL Pipelines 101	3	245.60	736.80	2025-02-04	Dallas
23431	CUST03308	Spark Intro	5	356.94	1784.70	25-12-2024	Philadelphia
23432	CUST04301	Data Warehousing 101	4	275.30	1101.20	05-03-2024	Chicago
23433	CUST08146	Data Warehousing 101	5	275.30	1376.50	2025-06-08	New York
23434	CUST01693	Python for Data Engineers	5	289.99	1449.95	2025-10-25	Denver
23435	CUST01986	Kafka Streaming Intro	3	399.00	1197.00	2025-11-13	Philadelphia
23436	CUST08167	Kafka Streaming Intro		399.00		07/16/2025	New York
23437	CUST00141	Kafka Streaming Intro	3	399.00	1197.00	02/01/2024	Miami
23438	CUST05027	Kafka Streaming Intro	5	399.00	1995.00	2024-10-06	Seattle
23439	CUST08708	Data Modeling Basics	6	178.25	1069.50	08/07/2025	Houston
23440	CUST01143	Data Warehousing 101	3	275.30	825.90	23-12-2024	San Francisco
23441	CUST00851	Data Warehousing 101	2	275.30	550.60	2025-04-09	Philadelphia
23442	CUST06587	ETL Pipelines 101	3	245.60		12-10-2025	Philadelphia
23443	CUST07601	Cloud Fundamentals	5	199.50	997.50	29-07-2025	Miami
23444	CUST01624	Spark Intro	6	356.94	2141.64	2025-07-13	Philadelphia
23445	CUST06323	ETL Pipelines 101		245.60		29-03-2025	Atlanta
23446	CUST04990	ETL Pipelines 101	3	245.60	736.80	2024-04-12	Austin
23447	CUST03302	AWS Foundations	5	310.45	1552.25	01/07/2024	Miami
23448	CUST04161	Hadoop Basics	2	63.01		2025-09-03	Denver
23449	CUST08225	Big Data Essentials	4	421.85	1687.40	2024/09/29	Boston
23450	CUST04655	Data Governance 101	5	220.10	1100.50	2024-03-18	Atlanta
23451	CUST06850	NoSQL Essentials	1	199.99	199.99	09/08/2025	Philadelphia
23452	CUST06579	Kafka Streaming Intro	5	399.00	1995.00	2024-03-17	Philadelphia
23453	CUST08799	Data Governance 101	2	220.10	440.20	2025-10-26	Miami
23454	CUST06953	Spark Intro	2	356.94	713.88	04/30/2024	San Diego
23455	CUST06087	Airflow Fundamentals		265.75		21-08-2025	San Diego
23456	CUST06594	Kafka Streaming Intro	1	399.00	399.00	10/26/2024	Chicago
23457	CUST07269	Spark Intro	4	356.94		2024-05-30	Chicago
23458	CUST05184	Data Warehousing 101	1	275.30	275.30	2025-06-18	Houston
23459	CUST01713	Hadoop Basics	5	63.01	315.05	2024-10-09	San Diego
23460	CUST02711	GenAI for Engineers	6	349.50	2097.00	27-03-2025	San Francisco
23461	CUST03419	Data Warehousing 101	6	275.30	1651.80	2024-03-18	Houston
23462	CUST02647	Data Warehousing 101	1	275.30		12-01-2024	San Francisco
23463	CUST04321	Cloud Fundamentals	6	199.50	1197.00	06/01/2025	Austin
23464	CUST00175	NoSQL Essentials	2	199.99	399.98	21-06-2025	Denver
23465	CUST05208	Spark Intro	2	356.94	713.88	2025-05-17	Houston
23466	CUST04620	SQL for Analysts	1	149.00	149.00	2024-05-08	Miami
23467	CUST02051	NoSQL Essentials	2	199.99	399.98	2024-03-27	Portland
23468	CUST00474	Hadoop Basics	3	63.01	189.03	2025-09-09	Boston
23469	CUST06742	Cloud Fundamentals	6	199.50	1197.00	2025-03-22	Denver
23470	CUST07252	Python for Data Engineers	6	289.99	1739.94	2025-02-27	Phoenix
23471	CUST06712	GenAI for Engineers	2	349.50	699.00	2024-04-29	San Francisco
23472	CUST04753	Data Governance 101	5	220.10	1100.50	2024/09/12	Philadelphia
23473	CUST00508	ETL Pipelines 101	3	245.60	736.80	2024-03-02	Atlanta
23474	CUST04817	Data Governance 101	4	220.10		2024-10-01	Philadelphia
23475	CUST06756	Python for Data Engineers	4	289.99	1159.96	13-10-2025	San Diego
23476	CUST06394	Cloud Fundamentals	5	199.50	997.50	06-07-2025	Atlanta
23477	CUST06108	Big Data Essentials	6	421.85	2531.10	2025-04-25	Chicago
23478	CUST07537	ETL Pipelines 101	2	245.60	491.20	01/10/2024	Houston
23479	CUST08631	Airflow Fundamentals	5	265.75	1328.75	2025-06-22	Seattle
23480	CUST08427	Data Modeling Basics	6	178.25	1069.50	27-10-2024	San Francisco
23481	CUST05662	Data Governance 101	2	220.10	440.20	09/19/2025	Austin
23482	CUST00398	Data Governance 101	2	220.10	440.20	28-03-2025	Denver
23483	CUST08272	ETL Pipelines 101	2	245.60		2025-02-22	Atlanta
23484	CUST01247	SQL for Analysts	4	149.00	596.00	2025/03/08	Boston
23485	CUST00440	Python for Data Engineers	3	289.99		2024-09-13	Minneapolis
23486	CUST01554	ETL Pipelines 101	5	245.60	1228.00	2024-02-13	Austin
23487	CUST04195	NoSQL Essentials	3	199.99	599.97	2024-10-23	Miami
23488	CUST06085	Cloud Fundamentals	5	199.50	997.50	12/26/2024	Chicago
23489	CUST05838	Airflow Fundamentals	3	265.75	797.25	02/04/2024	Philadelphia
23490	CUST04899	Big Data Essentials	6	421.85		2024-05-15	Phoenix
23491	CUST06903	Airflow Fundamentals	1	265.75	265.75	2024-07-05	Minneapolis
23492	CUST07322	Data Governance 101	4	220.10	880.40	2024-07-08	Portland
23493	CUST05150	Big Data Essentials	5	421.85	2109.25	2024-05-17	San Diego
23494	CUST00004	AWS Foundations		310.45		2025-12-24	Seattle
23495	CUST03421	Python for Data Engineers	1	289.99	289.99	09/22/2025	Miami
23496	CUST03209	Big Data Essentials	3	421.85	1265.55	18-05-2024	New York
23497	CUST07093	Data Modeling Basics	2	178.25	356.50	2025-10-07	New York
23498	CUST00021	Hadoop Basics	4	63.01	252.04	2025-10-13	Chicago
23499	CUST00289	ETL Pipelines 101	3	245.60	736.80	05/14/2025	Houston
23500	CUST06830	Spark Intro	6	356.94	2141.64	2024-04-19	Phoenix
23501	CUST02084	Spark Intro	3	356.94	1070.82	2024-12-26	Houston
23502	CUST03361	Big Data Essentials	2	421.85	843.70	03/12/2025	Portland
23503	CUST06048	GenAI for Engineers	2	349.50	699.00	22-09-2025	New York
23504	CUST06555	Kafka Streaming Intro	4	399.00	1596.00	2024-11-30	Denver
23505	CUST02428	Kafka Streaming Intro	2	399.00		02/04/2024	Phoenix
100370	CUST02428	Kafka Streaming Intro	2	399.00		02/04/2024	Phoenix
23506	CUST04819	ETL Pipelines 101	1	245.60		2025-09-15	San Diego
23507	CUST04864	ETL Pipelines 101	6	245.60	1473.60	08/04/2025	Minneapolis
23508	CUST00180	GenAI for Engineers	1	349.50	349.50	24-05-2024	Boston
23509	CUST04072	Data Governance 101	5	220.10	1100.50	2024-01-25	Philadelphia
23510	CUST00297	NoSQL Essentials	3	199.99		2024-03-13	Houston
23511	CUST03692	Data Modeling Basics	5	178.25		24-12-2025	San Diego
23512	CUST06945	Airflow Fundamentals	4	265.75	1063.00	19-01-2025	Chicago
23513	CUST06480	ETL Pipelines 101	2	245.60	491.20	2025-11-29	Austin
23514	CUST07402	NoSQL Essentials	4	199.99	799.96	2025-10-14	San Diego
23515	CUST05726	NoSQL Essentials	5	199.99	999.95	2025-04-21	San Diego
23516	CUST08552	AWS Foundations		310.45		2024-01-15	Minneapolis
23517	CUST02159	ETL Pipelines 101	3	245.60	736.80	2024/09/03	San Francisco
23518	CUST00374	ETL Pipelines 101	6	245.60		2024-09-10	Boston
23519	CUST08267	Data Governance 101	5	220.10	1100.50	01/07/2024	Portland
23520	CUST00059	Hadoop Basics	6	63.01		2025-08-30	Seattle
23521	CUST01879	Airflow Fundamentals	5	265.75		2025/11/02	San Diego
23522	CUST07415	SQL for Analysts	6	149.00		08/13/2024	Seattle
23523	CUST08448	Data Modeling Basics	6	178.25		2025-12-25	Portland
23524	CUST07097	Cloud Fundamentals	3	199.50	598.50	12/03/2024	Atlanta
23525	CUST06719	Cloud Fundamentals	1	199.50	199.50	02-09-2025	Austin
23526	CUST03102	ETL Pipelines 101	3	245.60	736.80	04/13/2024	Miami
23527	CUST06193	ETL Pipelines 101	2	245.60	491.20	2025-07-11	Seattle
23528	CUST00887	Python for Data Engineers	4	289.99	1159.96	2025-09-11	Denver
23529	CUST04482	Data Modeling Basics	1	178.25	178.25	2025-11-14	Houston
23530	CUST04405	NoSQL Essentials	1	199.99	199.99	19-05-2024	Houston
23531	CUST03726	Data Governance 101	1	220.10	220.10	04/17/2025	Boston
23532	CUST01695	Hadoop Basics	5	63.01		18-11-2025	Dallas
23533	CUST03631	Data Modeling Basics	6	178.25	1069.50	20-03-2025	New York
23534	CUST03143	Kafka Streaming Intro	6	399.00	2394.00	2024-12-30	San Francisco
23535	CUST00974	Data Warehousing 101	3	275.30		10/25/2024	Denver
23536	CUST08310	Python for Data Engineers	5	289.99	1449.95	2024-07-16	Austin
23537	CUST02524	Python for Data Engineers	6	289.99	1739.94	2025-01-27	Denver
23538	CUST02158	GenAI for Engineers	2	349.50	699.00	02/18/2025	Seattle
23539	CUST05241	AWS Foundations	2	310.45	620.90	2025-08-16	Minneapolis
23540	CUST01859	Cloud Fundamentals	3	199.50	598.50	2024-10-29	Portland
23541	CUST01964	Cloud Fundamentals	4	199.50	798.00	2025-12-26	Boston
23542	CUST02180	Kafka Streaming Intro	3	399.00	1197.00	08/17/2025	Boston
23543	CUST03245	Airflow Fundamentals	6	265.75	1594.50	04/28/2024	Seattle
23544	CUST02816	ETL Pipelines 101	1	245.60		2025-02-01	Dallas
23545	CUST04564	Data Warehousing 101	5	275.30	1376.50	31-07-2024	Denver
23546	CUST06743	ETL Pipelines 101	1	245.60	245.60	2024-08-31	Atlanta
23547	CUST07175	ETL Pipelines 101	4	245.60	982.40	2024-07-29	Miami
23548	CUST07367	Python for Data Engineers	3	289.99	869.97	09-12-2024	Phoenix
23549	CUST06717	Cloud Fundamentals	2	199.50	399.00	2024-06-23	Phoenix
23550	CUST03256	Big Data Essentials	3	421.85	1265.55	2025-11-21	Austin
23551	CUST07086	Data Governance 101	3	220.10	660.30	2025-06-13	Chicago
23552	CUST07394	Kafka Streaming Intro	2	399.00		2024-11-17	Boston
23553	CUST05136	Python for Data Engineers	2	289.99	579.98	03/25/2024	Austin
23554	CUST03798	NoSQL Essentials	6	199.99	1199.94	2025-11-05	Houston
23555	CUST01166	Python for Data Engineers		289.99		23-06-2025	Minneapolis
23556	CUST08890	Data Modeling Basics	6	178.25		2024-10-30	Boston
23557	CUST07429	AWS Foundations	6	310.45	1862.70	2025-11-27	Miami
23558	CUST06164	Airflow Fundamentals	6	265.75	1594.50	20-05-2024	Atlanta
23559	CUST02007	ETL Pipelines 101	4	245.60	982.40	2025-04-20	Houston
23560	CUST03698	Python for Data Engineers	5	289.99		2025-03-24	San Francisco
23561	CUST05761	NoSQL Essentials		199.99		2025-01-19	Dallas
23562	CUST05624	Hadoop Basics	6	63.01	378.06	2025-10-03	Austin
23563	CUST06174	Python for Data Engineers	5	289.99	1449.95	2024-11-07	Denver
23564	CUST04019	Spark Intro	2	356.94	713.88	08/20/2024	New York
23565	CUST07487	ETL Pipelines 101	2	245.60		2025-06-25	Denver
23566	CUST06249	Data Warehousing 101	4	275.30	1101.20	2025-07-09	Minneapolis
23567	CUST00954	SQL for Analysts	2	149.00		2025-04-01	Minneapolis
23568	CUST01410	Data Modeling Basics	1	178.25	178.25	08/03/2024	Boston
23569	CUST06297	Hadoop Basics	2	63.01		09/17/2025	Philadelphia
23570	CUST06382	Hadoop Basics	3	63.01	189.03	2025-02-14	Minneapolis
23571	CUST01075	Spark Intro	2	356.94		2024/12/02	Portland
23572	CUST05386	ETL Pipelines 101	5	245.60	1228.00	02-12-2025	Denver
23573	CUST02117	SQL for Analysts	1	149.00	149.00	2025-02-16	Austin
23574	CUST02131	NoSQL Essentials	4	199.99	799.96	2025-12-01	Boston
23575	CUST04349	GenAI for Engineers	4	349.50	1398.00	2025-01-20	Phoenix
100371	CUST04349	GenAI for Engineers	4	349.50	1398.00	2025-01-20	Phoenix
23576	CUST08244	AWS Foundations	5	310.45	1552.25	2024-10-06	San Francisco
23577	CUST01057	Data Warehousing 101	6	275.30	1651.80	2025-08-21	San Diego
23578	CUST05550	AWS Foundations	2	310.45	620.90	12/29/2024	Phoenix
23579	CUST00427	Big Data Essentials	5	421.85	2109.25	2024-08-30	Boston
23580	CUST04785	Data Governance 101	1	220.10		06/17/2024	San Francisco
23581	CUST06312	Python for Data Engineers	2	289.99	579.98	2025-03-17	Portland
23582	CUST03020	Kafka Streaming Intro	3	399.00	1197.00	10/03/2024	Boston
23583	CUST07143	Data Warehousing 101	5	275.30	1376.50	10/26/2025	Chicago
23584	CUST05509	Data Governance 101	6	220.10	1320.60	2024-02-04	San Diego
23585	CUST07130	Python for Data Engineers	5	289.99	1449.95	2024-10-23	Denver
23586	CUST08541	AWS Foundations	1	310.45	310.45	04/19/2025	Houston
23587	CUST01106	Python for Data Engineers	3	289.99		01/09/2024	Philadelphia
23588	CUST07063	Python for Data Engineers	1	289.99	289.99	10-06-2025	Denver
23589	CUST01209	Spark Intro		356.94		01/11/2025	Dallas
23590	CUST03573	Data Modeling Basics	3	178.25	534.75	2024-06-24	Miami
23591	CUST07047	Cloud Fundamentals	4	199.50	798.00	2024-01-28	Seattle
23592	CUST06927	Spark Intro	5	356.94	1784.70	2025-01-28	Denver
23593	CUST05714	AWS Foundations	1	310.45	310.45	2025-12-29	Houston
23594	CUST00545	Big Data Essentials	1	421.85	421.85	2025/01/27	Denver
23595	CUST01440	Airflow Fundamentals	2	265.75		2025-12-29	New York
23596	CUST02560	ETL Pipelines 101	1	245.60	245.60	2024-10-11	San Francisco
23597	CUST08723	Airflow Fundamentals	6	265.75	1594.50	2024-10-06	Minneapolis
23598	CUST01617	Python for Data Engineers	6	289.99	1739.94	2025/03/21	New York
23599	CUST05092	AWS Foundations	5	310.45	1552.25	2024-12-30	Phoenix
23600	CUST06914	Data Governance 101	1	220.10	220.10	17-08-2025	Miami
23601	CUST03762	Data Warehousing 101	6	275.30	1651.80	2025-06-29	Boston
23602	CUST05000	Airflow Fundamentals	5	265.75	1328.75	13-09-2025	New York
23603	CUST01585	Data Modeling Basics	6	178.25	1069.50	11/23/2025	Houston
23604	CUST02397	NoSQL Essentials	2	199.99	399.98	2024/05/25	Portland
23605	CUST07351	Data Governance 101	1	220.10		2024-02-27	Houston
23606	CUST00283	Python for Data Engineers	1	289.99	289.99	02/12/2025	San Francisco
23607	CUST07216	Spark Intro		356.94		17-09-2025	Seattle
23608	CUST01572	Data Warehousing 101	5	275.30		2025-10-22	San Francisco
23609	CUST07576	AWS Foundations	1	310.45	310.45	2025/04/28	Minneapolis
23610	CUST00777	Spark Intro	1	356.94	356.94	01/31/2024	Atlanta
23611	CUST06022	Airflow Fundamentals	5	265.75		05/09/2024	Atlanta
23612	CUST06814	Data Warehousing 101	4	275.30	1101.20	09/06/2025	Philadelphia
23613	CUST02904	Hadoop Basics	5	63.01	315.05	25-04-2025	Chicago
23614	CUST06060	Kafka Streaming Intro	2	399.00	798.00	12/20/2025	Chicago
23615	CUST08225	AWS Foundations	6	310.45	1862.70	2025-01-05	Dallas
23616	CUST02773	SQL for Analysts	4	149.00	596.00	2025-09-29	Atlanta
23617	CUST03688	Python for Data Engineers	5	289.99	1449.95	2025/02/07	Houston
23618	CUST06168	Airflow Fundamentals	4	265.75		2025-04-09	Denver
23619	CUST07441	Data Governance 101	1	220.10	220.10	2025-08-08	Miami
23620	CUST03104	Data Modeling Basics	5	178.25	891.25	2025-07-15	San Francisco
23621	CUST04397	Spark Intro	1	356.94	356.94	08/12/2024	Chicago
23622	CUST04867	Hadoop Basics	3	63.01	189.03	02/14/2024	Phoenix
23623	CUST04363	Spark Intro		356.94		10/01/2025	Seattle
23624	CUST03873	Big Data Essentials	2	421.85		01-01-2025	Minneapolis
23625	CUST04641	AWS Foundations	2	310.45	620.90	01-11-2024	Denver
23626	CUST03982	ETL Pipelines 101	6	245.60	1473.60	12/01/2025	Chicago
23627	CUST03708	GenAI for Engineers	2	349.50	699.00	2024-02-15	Phoenix
23628	CUST01732	Python for Data Engineers	1	289.99	289.99	2024-06-29	Phoenix
23629	CUST04268	Python for Data Engineers	6	289.99	1739.94	21-04-2025	New York
23630	CUST06699	GenAI for Engineers	5	349.50	1747.50	2024-11-16	Austin
23631	CUST07827	SQL for Analysts	6	149.00		12/16/2025	Miami
23632	CUST01722	Big Data Essentials	2	421.85	843.70	07/23/2024	Chicago
23633	CUST03065	Data Governance 101	4	220.10	880.40	2024-07-04	Boston
23634	CUST07189	Big Data Essentials	5	421.85	2109.25	02/14/2024	Denver
23635	CUST00078	Data Governance 101	2	220.10	440.20	2024-07-11	Philadelphia
23636	CUST00094	Data Governance 101	5	220.10	1100.50	02/04/2024	Boston
